user_id,manga_id,rating
206491,115149,80
206491,115356,50
206491,115357,80
206491,115939,70
206491,116266,90
206491,116333,70
206491,116405,40
206491,117207,80
206491,117342,80
206491,117767,40
206491,118647,60
206491,118724,50
206491,119267,50
206491,119493,80
206491,119507,60
206491,119715,60
206491,120034,80
206491,120051,60
206491,120636,70
206491,121703,60
206491,122069,80
206491,122094,60
206491,122180,70
206491,122320,50
206491,123093,70
206491,123236,70
206491,123372,60
206491,123877,50
206491,124729,50
206491,124832,70
206491,125489,60
206491,125512,60
206491,125563,50
206491,125571,90
206491,126361,80
206491,126372,40
206491,126629,80
206491,126933,60
206491,127778,80
206491,128851,40
206491,130048,40
206491,130753,50
206491,130971,50
206491,131822,100
206491,131885,70
206491,131920,40
206491,133664,60
206491,135172,60
206491,135930,100
206491,137429,60
206491,139419,60
206491,139465,70
206491,139999,60
206491,142989,70
206491,145827,60
206491,147997,80
206491,153904,40
206491,154856,50
206491,164163,70
206491,166909,60
206491,175145,40
206491,175752,80
206491,181226,40
6535598,30001,100
6535598,30002,90
6535598,30003,100
6535598,30025,90
6535598,30051,100
6535598,30149,90
6535598,30336,100
6535598,30418,80
6535598,30436,80
6535598,30442,100
6535598,30463,80
6535598,30481,90
6535598,30642,100
6535598,30656,100
6535598,30664,100
6535598,30743,100
6535598,30745,90
6535598,30904,100
6535598,30908,80
6535598,30936,100
6535598,31133,90
6535598,31373,80
6535598,31501,80
6535598,33285,90
6535598,33731,80
6535598,34632,100
6535598,35744,90
6535598,37375,100
6535598,37482,80
6535598,38848,80
6535598,41054,100
6535598,43290,80
6535598,44440,90
6535598,44531,90
6535598,54705,90
6535598,63031,90
6535598,63327,70
6535598,64295,90
6535598,66099,80
6535598,79865,80
6535598,80217,80
6535598,85189,100
6535598,85316,90
6535598,85412,60
6535598,85457,90
6535598,85564,80
6535598,86310,80
6535598,86890,90
6535598,87170,90
6535598,87423,90
6535598,94490,100
6535598,97553,80
6535598,100568,90
6535598,105778,80
6535598,107790,80
6729834,30002,100
6729834,30042,100
6729834,30642,100
6729834,30698,70
6729834,31149,100
6729834,31706,100
6729834,33009,100
6729834,37375,100
6729834,50593,100
6729834,53390,100
6729834,54098,80
6729834,58361,80
6729834,66099,90
6729834,74347,100
6729834,75757,100
6729834,85215,80
6729834,86508,100
6729834,87170,80
6729834,87395,100
6729834,98030,60
6729834,104660,80
6729834,105398,100
6729834,105778,100
6729834,108556,90
6729834,114960,100
6729834,120760,100
6729834,127778,60
6729834,129694,100
6729834,145684,80
6729834,150441,80
168657,30962,30
168657,31016,50
168657,35820,70
168657,41942,70
168657,44975,50
168657,48537,50
168657,55046,90
168657,55297,70
168657,56021,70
168657,56736,90
168657,57425,50
168657,58361,50
168657,60079,30
168657,69505,50
168657,72279,50
168657,72451,50
168657,73789,50
168657,74347,90
168657,75613,10
168657,84343,30
168657,85213,90
168657,85390,90
168657,85911,90
168657,85995,70
168657,87164,10
168657,87348,90
168657,94756,30
168657,95697,90
168657,97553,90
168657,97823,30
168657,98648,50
168657,99536,70
168657,100230,50
168657,100477,30
168657,101561,50
168657,101583,50
168657,101721,10
168657,102018,30
168657,102232,70
168657,102740,50
168657,103046,30
168657,103204,50
168657,104503,30
168657,104780,50
168657,105207,50
168657,105358,50
168657,105768,70
168657,106688,30
168657,106730,30
168657,106973,50
168657,107488,70
168657,108152,30
168657,109026,50
168657,110060,50
168657,110512,50
168657,110515,30
168657,111405,30
168657,111444,70
168657,112269,50
168657,113144,50
168657,116928,50
168657,119733,30
168657,120760,30
168657,122329,70
168657,122706,10
168657,127169,70
168657,127564,90
168657,139065,70
168657,143782,50
168657,146181,70
168657,167103,30
168657,181021,70
280222,30009,50
280222,30010,90
280222,30027,70
280222,30080,70
280222,30084,50
280222,30109,70
280222,30119,70
280222,30133,90
280222,30500,70
280222,30552,70
280222,30745,90
280222,30756,90
280222,31407,70
280222,38157,50
280222,41776,30
280222,46188,70
280222,49463,50
280222,52888,50
280222,62023,50
280222,65673,70
280222,65719,50
280222,69291,70
280222,72203,50
280222,86797,50
280222,87079,70
280222,102989,90
280222,104206,70
280222,104614,90
280222,104915,70
280222,105850,90
280222,108201,70
280222,109697,70
280222,111072,70
280222,111776,90
280222,112288,70
280222,117210,70
5887876,30011,90
5887876,30013,100
5887876,30021,85
5887876,30872,90
5887876,31517,80
5887876,31630,75
5887876,33006,95
5887876,33008,95
5887876,33986,75
5887876,39711,100
5887876,41652,85
5887876,44790,100
5887876,54836,60
5887876,63327,100
5887876,65243,100
5887876,69883,70
5887876,75757,100
5887876,78025,90
5887876,78369,85
5887876,79865,65
5887876,85135,75
5887876,85486,85
5887876,85604,80
5887876,85611,100
5887876,86964,85
5887876,87216,90
5887876,98416,100
5887876,100994,100
5887876,101418,95
5887876,101517,75
5887876,102988,95
5887876,105398,100
5887876,110338,100
5887876,112673,100
5887876,119174,90
5887876,145966,65
7543027,30085,100
7543027,30149,100
7543027,30427,60
7543027,30463,80
7543027,30646,90
7543027,30872,70
7543027,31133,100
7543027,31517,60
7543027,31630,70
7543027,31706,100
7543027,33006,90
7543027,33008,80
